城市ID,行政归属,城市简称,拼音
WK9CDRZRM64U,云南省/曲靖市/沾益区,云南/曲靖/沾益,Zhanyi
WK98TJ2SKZTF,云南省/曲靖市/马龙区,云南/曲靖/马龙,Malong
WK3WRHD4Q44V,云南省/曲靖市/陆良县,云南/曲靖/陆良,Luliang
WK3VQ05VJX7X,云南省/曲靖市/师宗县,云南/曲靖/师宗,Shizong
WK6JT3KBW0HV,云南省/曲靖市/罗平县,云南/曲靖/罗平,Luoping
WKD4H30D94F4,云南省/曲靖市/富源县,云南/曲靖/富源,Fuyuan
WK9QQ9SG8KYY,云南省/曲靖市/会泽县,云南/曲靖/会泽,Huize
WKDJ0V5Q9F60,云南省/曲靖市/宣威市,云南/曲靖/宣威,Xuanwei
WK2FT8F9H0YR,云南省/玉溪市,云南/玉溪/玉溪,Yuxi
WK2FMRDWCVD0,云南省/玉溪市/红塔区,云南/玉溪/红塔,Hongta
WK344HH32811,云南省/玉溪市/江川区,云南/玉溪/江川,Jiangchuan
WK3HQ5011V66,云南省/玉溪市/澄江县,云南/玉溪/澄江,Chengjiang
WK314NUM0TCH,云南省/玉溪市/通海县,云南/玉溪/通海,Tonghai
WK31WJRR4YFZ,云南省/玉溪市/华宁县,云南/玉溪/华宁,Huaning
WK2SKGJCJT3D,云南省/玉溪市/易门县,云南/玉溪/易门,Yimen
WK2CD1V6SYWN,云南省/玉溪市/峨山彝族自治县,云南/玉溪/峨山,Eshan
WK28BTG9FJPQ,云南省/玉溪市/新平彝族傣族自治县,云南/玉溪/新平,Xinping
WK0W1N6JSQ8X,云南省/玉溪市/元江哈尼族彝族傣族自治县,云南/玉溪/元江,Yuanjiang
WHQWBSVQS7RS,云南省/保山市,云南/保山/保山,Baoshan
WHQWBT9W0B66,云南省/保山市/隆阳区,云南/保山/隆阳,Longyang
WHQS8VUWTW0H,云南省/保山市/施甸县,云南/保山/施甸,Shidian
WHQ5VD8SFSJ5,云南省/保山市/龙陵县,云南/保山/龙陵,Longling
WHQV62NT0PQZ,云南省/保山市/昌宁县,云南/保山/昌宁,Changning
WHQN3KTD265M,云南省/保山市/腾冲市,云南/保山/腾冲,Tengchong
WKCG2PQ8G1M2,云南省/昭通市,云南/昭通/昭通,Zhaotong
WKCERY5710Y4,云南省/昭通市/昭阳区,云南/昭通/昭阳,Zhaoyang
WKCDSRDG3ZS2,云南省/昭通市/鲁甸县,云南/昭通/鲁甸,Ludian
WKC1NH8H3GDR,云南省/昭通市/巧家县,云南/昭通/巧家,Qiaojia
WKFPGZ1FZ5CJ,云南省/昭通市/盐津县,云南/昭通/盐津,Yanjin
WKCVGGEP7QYJ,云南省/昭通市/大关县,云南/昭通/大关,Daguan
WM18W5J5DJ2T,云南省/昭通市/永善县,云南/昭通/永善,Yongshan
WM1FTQQP4D3V,云南省/昭通市/绥江县,云南/昭通/绥江,Suijiang
WKFS4MH5B4GS,云南省/昭通市/镇雄县,云南/昭通/镇雄,Zhenxiong
WKCVPTYUKTR3,云南省/昭通市/彝良县,云南/昭通/彝良,Yiliang
WKFWQMZN42M3,云南省/昭通市/威信县,云南/昭通/威信,Weixin
WM44ZEVVB6F4,云南省/昭通市/水富市,云南/昭通/水富,Shuifu
WHZ2BV37270V,云南省/丽江市,云南/丽江/丽江,Lijiang
WHZ2BTMRE5QP,云南省/丽江市/古城区,云南/丽江/古城,Gucheng
WHZ28GME01UD,云南省/丽江市/玉龙纳西族自治县,云南/丽江/玉龙,Yulong
WHXXU8GYM0KZ,云南省/丽江市/永胜县,云南/丽江/永胜,Yongsheng
WK8P2RYDFPC1,云南省/丽江市/华坪县,云南/丽江/华坪,Huaping
WHZENYHTX2D6,云南省/丽江市/宁蒗彝族自治县,云南/丽江/宁蒗,Ninglang
WHPG4ZZB3XSN,云南省/普洱市,云南/普洱/普洱,Puer
WHPC9UB2WNWU,云南省/普洱市/思茅区,云南/普洱/思茅,Simao
WHPGWHBBGJNT,云南省/普洱市/宁洱哈尼族彝族自治县,云南/普洱/宁洱,Ninger
WK0M3C31ESX4,云南省/普洱市/墨江哈尼族自治县,云南/普洱/墨江,Mojiang
WHREN6YPT637,云南省/普洱市/景东彝族自治县,云南/普洱/景东,Jingdong
WHPTEQP92JD2,云南省/普洱市/景谷傣族彝族自治县,云南/普洱/景谷,Jinggu
WHPXZWFED6UJ,云南省/普洱市/镇沅彝族哈尼族拉祜族自治县,云南/普洱/镇沅,Zhenyuan
WK02MWSFJ106,云南省/普洱市/江城哈尼族彝族自治县,云南/普洱/江城,Jiangcheng
W5YYCR4P7JS4,云南省/普洱市/孟连傣族拉祜族佤族自治县,云南/普洱/孟连,Menglian
WHP03CNG3B8T,云南省/普洱市/澜沧拉祜族自治县,云南/普洱/澜沧,Lancang
WHNBDZTJ61ZB,云南省/普洱市/西盟佤族自治县,云南/普洱/西盟,Ximeng
WHPPV7HP148U,云南省/临沧市,云南/临沧/临沧,Lincang
WHPPVQKYQSPH,云南省/临沧市/临翔区,云南/临沧/临翔,Linxiang
WHR5CWR92U25,云南省/临沧市/凤庆县,云南/临沧/凤庆,Fengqing
WHR5NDBRW477,云南省/临沧市/云县,云南/临沧/云县,Yunxian
WHQ8DQX8USEV,云南省/临沧市/永德县,云南/临沧/永德,Yongde
WHNR2CJB9CM1,云南省/临沧市/镇康县,云南/临沧/镇康,Zhenkang
WHPJ2HUW1SU6,云南省/临沧市/双江拉祜族佤族布朗族傣族自治县,云南/临沧/双江,Shuangjiang
WHNTVZHUEYHJ,云南省/临沧市/耿马傣族佤族自治县,云南/临沧/耿马,Gengma
WHNEDQRDS8GC,云南省/临沧市/沧源佤族自治县,云南/临沧/沧源,Cangyuan
WK2NQUD6QD0J,云南省/楚雄彝族自治州,云南/楚雄,Chuxiong
WK2NQUD6QD0J,云南省/楚雄彝族自治州/楚雄市,云南/楚雄/楚雄,Chuxiong
WK2K88KXYTSX,云南省/楚雄彝族自治州/双柏县,云南/楚雄/双柏,Shuangbai
WK80N37GSQP5,云南省/楚雄彝族自治州/牟定县,云南/楚雄/牟定,Mouding
WK2P27W8DH3P,云南省/楚雄彝族自治州/南华县,云南/楚雄/南华,Nanhua
WHXCPD1KMBWC,云南省/楚雄彝族自治州/姚安县,云南/楚雄/姚安,Yaoan
WK843S4BP5EU,云南省/楚雄彝族自治州/大姚县,云南/楚雄/大姚,Dayao
WK8K39CUF8NX,云南省/楚雄彝族自治州/永仁县,云南/楚雄/永仁,Yongren
WK86NQDC254P,云南省/楚雄彝族自治州/元谋县,云南/楚雄/元谋,Yuanmou
WK8C4PT7HBYN,云南省/楚雄彝族自治州/武定县,云南/楚雄/武定,Wuding
WK2X4FKMK7UC,云南省/楚雄彝族自治州/禄丰县,云南/楚雄/禄丰,Lufeng
WK1KZS3MC5U1,云南省/红河哈尼族彝族自治州,云南/红河,Honghe
WK1KGNRS15Y8,云南省/红河哈尼族彝族自治州/个旧市,云南/红河/个旧,Gejiu
WK1QVYNGJ2MP,云南省/红河哈尼族彝族自治州/开远市,云南/红河/开远,Kaiyuan
WK1SBYMS4EU0,云南省/红河哈尼族彝族自治州/蒙自市,云南/红河/蒙自,Mengzi
WK3DC9GKM9TV,云南省/红河哈尼族彝族自治州/弥勒市,云南/红河/弥勒,Mile
WK1DXR3KPN7R,云南省/红河哈尼族彝族自治州/屏边苗族自治县,云南/红河/屏边,Pingbian
WK1N7GYS2XJK,云南省/红河哈尼族彝族自治州/建水县,云南/红河/建水,Jianshui
WK0YUQN5P07X,云南省/红河哈尼族彝族自治州/石屏县,云南/红河/石屏,Shiping
WK3G93E1872J,云南省/红河哈尼族彝族自治州/泸西县,云南/红河/泸西,Luxi
WK1H5UYS89V7,云南省/红河哈尼族彝族自治州/元阳县,云南/红河/元阳,Yuanyang
WK1KZS3MC5U1,云南省/红河哈尼族彝族自治州/红河县,云南/红河/红河,Honghe
WS4UZW6K55FB,云南省/红河哈尼族彝族自治州/金平苗族瑶族傣族自治县,云南/红河/金平,Jinping
WK0FF5J2SYY0,云南省/红河哈尼族彝族自治州/绿春县,云南/红河/绿春,Lvchun
WK1BJGSSS870,云南省/红河哈尼族彝族自治州/河口瑶族自治县,云南/红河/河口,Hekou
WK4HUQ2S15F0,云南省/文山壮族苗族自治州,云南/文山,Wenshan
WK4HUQ2S15F0,云南省/文山壮族苗族自治州/文山市,云南/文山/文山,Wenshan
WK4NQ5FU3PNK,云南省/文山壮族苗族自治州/砚山县,云南/文山/砚山,Yanshan
WK4MMUFQ5UBF,云南省/文山壮族苗族自治州/西畴县,云南/文山/西畴,Xichou
WK47W8B5YB6K,云南省/文山壮族苗族自治州/麻栗坡县,云南/文山/麻栗坡,Malipo
WK44ZWTV0R40,云南省/文山壮族苗族自治州/马关县,云南/文山/马关,Maguan
WK60FDJT3UYQ,云南省/文山壮族苗族自治州/丘北县,云南/文山/丘北,Qiubei
WK68YFJTKKYQ,云南省/文山壮族苗族自治州/广南县,云南/文山/广南,Guangnan
WK5N7MWNSRK0,云南省/文山壮族苗族自治州/富宁县,云南/文山/富宁,Funing
W5ZTJWVFU2BB,云南省/西双版纳傣族自治州,云南/云南/西双版纳,Xishuangbanna
W5ZTMB87F1X8,云南省/西双版纳傣族自治州/景洪市,云南/西双版纳/景洪,Jinghong
W5ZKVZ92W8UF,云南省/西双版纳傣族自治州/勐海县,云南/西双版纳/勐海,Menghai
W7B4PQ340D1Q,云南省/西双版纳傣族自治州/勐腊县,云南/西双版纳/勐腊,Mengla
WHX38U36B3BU,云南省/大理白族自治州,云南/大理,Dali
WHX38U36B3BU,云南省/大理白族自治州/大理市,云南/大理/大理,Dali
WHX443J6EFCD,云南省/大理白族自治州/漾濞彝族自治县,云南/大理/漾濞,Yangbi
WHX8BN6RBB60,云南省/大理白族自治州/祥云县,云南/大理/祥云,Xiangyun
WHXDBY0NEUGZ,云南省/大理白族自治州/宾川县,云南/大理/宾川,Binchuan
WHX2NQZ63WW2,云南省/大理白族自治州/弥渡县,云南/大理/弥渡,Midu
WHRQX2HQVF2W,云南省/大理白族自治州/南涧彝族自治县,云南/大理/南涧,Nanjian
WHRRD2UPRKUS,云南省/大理白族自治州/巍山彝族回族自治县,云南/大理/巍山,Weishan
WHWBBUET905H,云南省/大理白族自治州/永平县,云南/大理/永平,Yongping
WHWEJPR1BVDM,云南省/大理白族自治州/云龙县,云南/大理/云龙,Yunlong
WHXHD7J25BCT,云南省/大理白族自治州/洱源县,云南/大理/洱源,Eryuan
WHXNCM8UQWRN,云南省/大理白族自治州/剑川县,云南/大理/剑川,Jianchuan
WHXPPSUV7NYP,云南省/大理白族自治州/鹤庆县,云南/大理/鹤庆,Heqing
WHQ5514S00XF,云南省/德宏傣族景颇族自治州,云南/德宏/德宏,Dehong
WHM8DSSNWK81,云南省/德宏傣族景颇族自治州/瑞丽市,云南/德宏/瑞丽,Ruili
WHQ4GPRG06PD,云南省/德宏傣族景颇族自治州/芒市,云南/德宏/芒市,Mangshi
WHMVHY7FUP2E,云南省/德宏傣族景颇族自治州/梁河县,云南/德宏/梁河,Lianghe
WHMSSKNKQMUX,云南省/德宏傣族景颇族自治州/盈江县,云南/德宏/盈江,Yingjiang
WHM99MRZ1NVX,云南省/德宏傣族景颇族自治州/陇川县,云南/德宏/陇川,Longchuan
WHW713U75VQ2,云南省/怒江傈僳族自治州,云南/怒江/怒江,Nujiang
WHW78XWW0YUS,云南省/怒江傈僳族自治州/泸水市,云南/怒江/泸水,Lushui
WHY31BFZVGRQ,云南省/怒江傈僳族自治州/福贡县,云南/怒江/福贡,Fugong
WHYJV216CWST,云南省/怒江傈僳族自治州/贡山独龙族怒族自治县,云南/怒江/贡山,Gongshan
WHWWQR56MVM5,云南省/怒江傈僳族自治州/兰坪白族普米族自治县,云南/怒江/兰坪,Lanping
WHYYKBBJHGP4,云南省/迪庆藏族自治州,云南/云南/迪庆,Diqing
WHYYKDR3D2H0,云南省/迪庆藏族自治州/香格里拉市,云南/迪庆/香格里拉,Xianggelila
WJN64BXK50F1,云南省/迪庆藏族自治州/德钦县,云南/迪庆/德钦,Deqin
WHYDE5VQZXJX,云南省/迪庆藏族自治州/维西傈僳族自治县,云南/迪庆/维西,Weixi
WJ2B9TWGFBT5,西藏自治区/拉萨市,西藏/拉萨/拉萨,Lasa
WJ2B9VM9U1Z6,西藏自治区/拉萨市/城关区,西藏/拉萨/城关,Chengguan
WJ28WV85V8W5,西藏自治区/拉萨市/堆龙德庆区,西藏/拉萨/堆龙德庆,Duilongdeqing
WJ2BYEP4930B,西藏自治区/拉萨市/达孜区,西藏/拉萨/达孜,Dazi
WJ2FH7NHP5GX,西藏自治区/拉萨市/林周县,西藏/拉萨/林周,Linzhou
WJ2V3H8YZGG6,西藏自治区/拉萨市/当雄县,西藏/拉萨/当雄,Dangxiong
WJ0PE3JNXMBH,西藏自治区/拉萨市/尼木县,西藏/拉萨/尼木,Nimu
WJ0X0DESDHZ6,西藏自治区/拉萨市/曲水县,西藏/拉萨/曲水,Qushui
WJ31XQ7SRGJ3,西藏自治区/拉萨市/墨竹工卡县,西藏/拉萨/墨竹工卡,Mozhugongka
TVPNW82QN57R,西藏自治区/日喀则市,西藏/日喀则/日喀则,Rikaze
TVPNQVH2QWTV,西藏自治区/日喀则市/桑珠孜区,西藏/日喀则/桑珠孜,Sangzhuzi
TVR2GE0DS3P2,西藏自治区/日喀则市/南木林县,西藏/日喀则/南木林,Nanmulin
TVPSWBSXPQDR,西藏自治区/日喀则市/江孜县,西藏/日喀则/江孜,Jiangzi
TVJGN7NYG5K7,西藏自治区/日喀则市/定日县,西藏/日喀则/定日,Dingri
TVNS6VN4WWKZ,西藏自治区/日喀则市/萨迦县,西藏/日喀则/萨迦,Sajia
TVNM6JF5QBZU,西藏自治区/日喀则市/拉孜县,西藏/日喀则/拉孜,Lazi
TVNN8VYUY7FK,西藏自治区/日喀则市/昂仁县,西藏/日喀则/昂仁,Angren
TVNZ2TS60JDS,西藏自治区/日喀则市/谢通门县,西藏/日喀则/谢通门,Xietongmen
TVPMXMHKMC2W,西藏自治区/日喀则市/白朗县,西藏/日喀则/白朗,Bailang
TVPYK1HJNDYV,西藏自治区/日喀则市/仁布县,西藏/日喀则/仁布,Renbu
TVPF89NBR6N8,西藏自治区/日喀则市/康马县,西藏/日喀则/康马,Kangma
TVN3MK85JPR3,西藏自治区/日喀则市/定结县,西藏/日喀则/定结,Dingjie
TV7C25KYBFJR,西藏自治区/日喀则市/仲巴县,西藏/日喀则/仲巴,Zhongba
TUZHQFX485K9,西藏自治区/日喀则市/亚东县,西藏/日喀则/亚东,Yadong
TVHSJ5CX6JCC,西藏自治区/日喀则市/吉隆县,西藏/日喀则/吉隆,Jilong
TVJ0K80WPHWE,西藏自治区/日喀则市/聂拉木县,西藏/日喀则/聂拉木,Nielamu
TVHWG7QEDUQ0,西藏自治区/日喀则市/萨嘎县,西藏/日喀则/萨嘎,Saga
TVNBYK4QCW05,西藏自治区/日喀则市/岗巴县,西藏/日喀则/岗巴,Gangba
WJT157H36HS5,西藏自治区/昌都市,西藏/昌都/昌都,Changdu
WJT158PWGVZG,西藏自治区/昌都市/卡若区,西藏/昌都/卡若,Karuo
WJTG5N3SGCS5,西藏自治区/昌都市/江达县,西藏/昌都/江达,Jiangda
WJMZS5WNBCNF,西藏自治区/昌都市/贡觉县,西藏/昌都/贡觉,Gongjue
WJS9W5MVXJUD,西藏自治区/昌都市/类乌齐县,西藏/昌都/类乌齐,Leiwuqi
WJEFXRVFC2W8,西藏自治区/昌都市/丁青县,西藏/昌都/丁青,Dingqing
WJMQK78M1Y15,西藏自治区/昌都市/察雅县,西藏/昌都/察雅,Chaya
WJKFVQQVZWJB,西藏自治区/昌都市/八宿县,西藏/昌都/八宿,Basu
WJM8F9K0Q2B5,西藏自治区/昌都市/左贡县,西藏/昌都/左贡,Zuogong
WJQ0GEN6D90B,西藏自治区/昌都市/芒康县,西藏/昌都/芒康,Mangkang
WJKNUTV78Z7N,西藏自治区/昌都市/洛隆县,西藏/昌都/洛隆,Luolong
WJ7RFYWKMCYH,西藏自治区/昌都市/边坝县,西藏/昌都/边坝,Bianba
WJ70G7N4S3H0,西藏自治区/林芝市,西藏/林芝/林芝,Linzhi
WJ70E5WYGTPN,西藏自治区/林芝市/巴宜区,西藏/林芝/巴宜,Bayi
WJ63CZQXD7XW,西藏自治区/林芝市/工布江达县,西藏/林芝/工布江达,Gongbujiangda
WJ5N0P2FV4U1,西藏自治区/林芝市/米林县,西藏/林芝/米林,Milin
WJ5YC735WH20,西藏自治区/林芝市/墨脱县,西藏/林芝/墨脱,Motuo
WJK1GM9T6EXF,西藏自治区/林芝市/波密县,西藏/林芝/波密,Bomi
WJJ71GPQZE7E,西藏自治区/林芝市/察隅县,西藏/林芝/察隅,Chayu
WJ4JMB7S80MZ,西藏自治区/林芝市/朗县,西藏/林芝/朗县,Langxian
WJ1Q3KPFD1QS,西藏自治区/山南市,西藏/山南/山南,Shannan
WJ1Q230V5FZT,西藏自治区/山南市/乃东区,西藏/山南/乃东,Naidong
WJ0YRYDKXB3J,西藏自治区/山南市/扎囊县,西藏/山南/札囊,Zhanang
WJ0WWMCSGEUU,西藏自治区/山南市/贡嘎县,西藏/山南/贡嘎,Gongga
WJ1QTBQYJ7MP,西藏自治区/山南市/桑日县,西藏/山南/桑日,Sangri
WJ1JNHZ24B4Z,西藏自治区/山南市/琼结县,西藏/山南/琼结,Qiongjie
WJ1T6H1CP8YB,西藏自治区/山南市/曲松县,西藏/山南/曲松,Qusong
WJ118X92C2J7,西藏自治区/山南市/措美县,西藏/山南/措美,Cuomei
WJ097Y3T2RRN,西藏自治区/山南市/洛扎县,西藏/山南/洛扎,Luozha
WJ1VFDWEN3G7,西藏自治区/山南市/加查县,西藏/山南/加查,Jiacha
WJ1C8JWW7PVR,西藏自治区/山南市/隆子县,西藏/山南/隆子,Longzi
WHCRK35ZY633,西藏自治区/山南市/错那县,西藏/山南/错那,Cuona
WJ0KC1G62XMT,西藏自治区/山南市/浪卡子县,西藏/山南/浪卡子,Langkazi
WJ97P4G263RF,西藏自治区/那曲市,西藏/那曲/那曲,Naqu
WJ97N9Q6PJUR,西藏自治区/那曲市/色尼区,西藏/那曲/色尼,Seni
WJ6Q3GWT4QPE,西藏自治区/那曲市/嘉黎县,西藏/那曲/嘉黎,Jiali
WJDE5DZ8Q1QF,西藏自治区/那曲市/比如县,西藏/那曲/比如,Biru
WJ9WSR6B9CUR,西藏自治区/那曲市/聂荣县,西藏/那曲/聂荣,Nierong
WJ9PW4X66U4B,西藏自治区/那曲市/安多县,西藏/那曲/安多,Anduo
TVRPFX4Y6Q8F,西藏自治区/那曲市/申扎县,西藏/那曲/申扎,Shenzha
WJDTQ58D2QSR,西藏自治区/那曲市/索县,西藏/那曲/索县,Suoxian
WJ842QWX6PC4,西藏自治区/那曲市/班戈县,西藏/那曲/班戈,Bange
WJDVESWT9Z3V,西藏自治区/那曲市/巴青县,西藏/那曲/巴青,Baqing
TVWHBCQGYM6K,西藏自治区/那曲市/尼玛县,西藏/那曲/尼玛,Nima
TYN9ZT6T4ZPF,西藏自治区/那曲市/双湖县,西藏/那曲/双湖,Shuanghu
TV9JG0M1S9QU,西藏自治区/阿里地区,西藏/阿里/阿里,Ali
TV3SR5FNQ16U,西藏自治区/阿里地区/普兰县,西藏/阿里/普兰,Pulan
TV8EPFU86C2D,西藏自治区/阿里地区/札达县,西藏/阿里/札达,Zhada
TVBBYSRN1R0G,西藏自治区/阿里地区/噶尔县,西藏/阿里/噶尔,Gaer
TVBTYHDKDEH2,西藏自治区/阿里地区/日土县,西藏/阿里/日土,Ritu
TVC8MFJZ9JB0,西藏自治区/阿里地区/革吉县,西藏/阿里/革吉,Geji
TVEZC01CHURT,西藏自治区/阿里地区/改则县,西藏/阿里/改则,Gaize
TVS86P4BSG4G,西藏自治区/阿里地区/措勤县,西藏/阿里/措勤,Cuoqin
WQJ6YY8MHZP0,陕西省/西安市,陕西/西安/西安,Xian
WQJ6ZQ76D36J,陕西省/西安市/新城区,陕西/西安/新城,Xincheng
WQJ6YUKZ3YZQ,陕西省/西安市/碑林区,陕西/西安/碑林,Beilin
WQJ6YVZPX158,陕西省/西安市/莲湖区,陕西/西安/莲湖,Lianhu
WQJDCY2TU0U9,陕西省/西安市/灞桥区,陕西/西安/灞桥,Baqiao
WQJ7P51HQNTN,陕西省/西安市/未央区,陕西/西安/未央,Weiyang
WQJ6WSDSFJ3E,陕西省/西安市/雁塔区,陕西/西安/雁塔,Yanta
WQJTJQM8RHQG,陕西省/西安市/阎良区,陕西/西安/阎良,Yanliang
WQJET2GEF2QS,陕西省/西安市/临潼区,陕西/西安/临潼,Lintong
WQJ6QU2QSVXJ,陕西省/西安市/长安区,陕西/西安/长安,Changan
WQJS6JVXU4X1,陕西省/西安市/高陵区,陕西/西安/高陵,Gaoling
WQJ1ZR8NGKTP,陕西省/西安市/鄠邑区,陕西/西安/鄠邑,Huxian
WQJDR8U6HTKH,陕西省/西安市/蓝田县,陕西/西安/蓝田,Lantian
WQHFQHKYDTXT,陕西省/西安市/周至县,陕西/西安/周至,Zhouzhi
WQJQWC27HZX1,陕西省/铜川市,陕西/铜川/铜川,Tongchuan
WQJX9BNWGGSM,陕西省/铜川市/王益区,陕西/铜川/王益,Wangyi
WQJXF82REX68,陕西省/铜川市/印台区,陕西/铜川/印台,Yintai
WQJQXUUZDPCC,陕西省/铜川市/耀州区,陕西/铜川/耀州,Yaozhou
WQM97H6GBQ33,陕西省/铜川市/宜君县,陕西/铜川/宜君,Yijun
WQH5TBCEVBMU,陕西省/宝鸡市,陕西/宝鸡/宝鸡,Baoji
WQH5W1KDPKXE,陕西省/宝鸡市/渭滨区,陕西/宝鸡/渭滨,Weibin
WQH5W44QT9Y2,陕西省/宝鸡市/金台区,陕西/宝鸡/金台,Jintai
WQH7E2B7Y26U,陕西省/宝鸡市/陈仓区,陕西/宝鸡/陈仓,Chencang
WQHK7KPTX67K,陕西省/宝鸡市/凤翔县,陕西/宝鸡/凤翔,Fengxiang
WQHEBZQMZC2Q,陕西省/宝鸡市/岐山县,陕西/宝鸡/岐山,Qishan
WQHEW8UEC0MU,陕西省/宝鸡市/扶风县,陕西/宝鸡/扶风,Fufeng
WQHE5BMPKZPM,陕西省/宝鸡市/眉县,陕西/宝鸡/眉县,Meixian
WQ5YX3MG1RW9,陕西省/宝鸡市/陇县,陕西/宝鸡/陇县,Longxian
WQHJJGCDVUJV,陕西省/宝鸡市/千阳县,陕西/宝鸡/千阳,Qianyang
WQHTK9718H8F,陕西省/宝鸡市/麟游县,陕西/宝鸡/麟游,Linyou
WQ58ZYVQRFKC,陕西省/宝鸡市/凤县,陕西/宝鸡/凤县,Fengxian
WQH3F4K01K24,陕西省/宝鸡市/太白县,陕西/宝鸡/太白,Taibai
WQJ7398FTXFD,陕西省/咸阳市,陕西/咸阳/咸阳,Xianyang
WQJ739F0DUXQ,陕西省/咸阳市/秦都区,陕西/咸阳/秦都,Qindou
WQHFGRM2FMCW,陕西省/咸阳市/杨陵区,陕西/咸阳/杨陵,Yangling
WQJ76R8T4XW1,陕西省/咸阳市/渭城区,陕西/咸阳/渭城,Weicheng
WQJKYY2KHGZ0,陕西省/咸阳市/三原县,陕西/咸阳/三原,Sanyuan
WQJKKMZXFF99,陕西省/咸阳市/泾阳县,陕西/咸阳/泾阳,Jingyang
WQHUQVFXVF91,陕西省/咸阳市/乾县,陕西/咸阳/乾县,Qianxian
WQJH5HVH91G7,陕西省/咸阳市/礼泉县,陕西/咸阳/礼泉,Liquan
WQHVKSCY5SGF,陕西省/咸阳市/永寿县,陕西/咸阳/永寿,Yongshou
WQK8HXGNB58F,陕西省/咸阳市/长武县,陕西/咸阳/长武,Changwu
WQJPC17KZFW8,陕西省/咸阳市/旬邑县,陕西/咸阳/旬邑,Xunyi
WQJJYG981MUJ,陕西省/咸阳市/淳化县,陕西/咸阳/淳化,Chunhua
WQHFYNSV4XP8,陕西省/咸阳市/武功县,陕西/咸阳/武功,Wugong
WQJ5HS0EZPQT,陕西省/咸阳市/兴平市,陕西/咸阳/兴平,Xingping
WQHZ73J2W931,陕西省/咸阳市/彬州市,陕西/咸阳/彬州,Binxian
WQJU78X3NFJU,陕西省/渭南市,陕西/渭南/渭南,Weinan
WQJU72QMUR28,陕西省/渭南市/临渭区,陕西/渭南/临渭,Linwei
WQNH3UHJD6KK,陕西省/渭南市/华州区,陕西/渭南/华州,Huaxian
WQNKS3EH34V3,陕西省/渭南市/潼关县,陕西/渭南/潼关,Tongguan
WQNJVX0SDWJJ,陕西省/渭南市/大荔县,陕西/渭南/大荔,Dali
WQQ26T2V95BZ,陕西省/渭南市/合阳县,陕西/渭南/合阳,Heyang
WQQ0JS2D6EM4,陕西省/渭南市/澄城县,陕西/渭南/澄城,Chengcheng
WQJYVD3WX04N,陕西省/渭南市/蒲城县,陕西/渭南/蒲城,Pucheng
WQMBJS3DR564,陕西省/渭南市/白水县,陕西/渭南/白水,Baishui
WQJTSQN3QMS8,陕西省/渭南市/富平县,陕西/渭南/富平,Fuping
WQQ9BFUTVX25,陕西省/渭南市/韩城市,陕西/渭南/韩城,Hancheng
WQNK8VMBCGJ4,陕西省/渭南市/华阴市,陕西/渭南/华阴,Huayin
WQTB5QBFKYSB,陕西省/延安市,陕西/延安/延安,Yanan
WQTB5MNX09S1,陕西省/延安市/宝塔区,陕西/延安/宝塔,Baota
WQT9XXURKDHH,陕西省/延安市/安塞区,陕西/延安/安塞,Ansai
WQW0P55TCY0Z,陕西省/延安市/延长县,陕西/延安/延长,Yanchang
WQW3G1Y9S469,陕西省/延安市/延川县,陕西/延安/延川,Yanchuan
WQTGPX73BJXJ,陕西省/延安市/子长县,陕西/延安/子长,Zichang
WQT37NGUH9QR,陕西省/延安市/志丹县,陕西/延安/志丹,Zhidan
WQSFKHBQGXQK,陕西省/延安市/吴起县,陕西/延安/吴起,Wuqi
WQMY2KD4RDJV,陕西省/延安市/甘泉县,陕西/延安/甘泉,Ganquan
WQMU8VBY9WNU,陕西省/延安市/富县,陕西/延安/富县,Fuxian
WQMG6PSRRG61,陕西省/延安市/洛川县,陕西/延安/洛川,Luochuan
WQQM4FXQ7P44,陕西省/延安市/宜川县,陕西/延安/宜川,Yichuan
WQQ47JPU82XX,陕西省/延安市/黄龙县,陕西/延安/黄龙,Huanglong
WQMDQJ1KT88R,陕西省/延安市/黄陵县,陕西/延安/黄陵,Huangling
WMUH5K1WDWZC,陕西省/汉中市,陕西/汉中/汉中,Hanzhong
WMUH5KNUSFE5,陕西省/汉中市/汉台区,陕西/汉中/汉台,Hantai
WMU59R2NCTFG,陕西省/汉中市/南郑区,陕西/汉中/南郑,Nanzheng
WMUKD6G2DRBS,陕西省/汉中市/城固县,陕西/汉中/城固,Chenggu
WMUKZRE888U6,陕西省/汉中市/洋县,陕西/汉中/洋县,Yangxian
WMUES7GDRJ87,陕西省/汉中市/西乡县,陕西/汉中/西乡,Xixiang
WMGUE6F8XPUU,陕西省/汉中市/勉县,陕西/汉中/勉县,Mianxian
WMGDCB8BS7W4,陕西省/汉中市/宁强县,陕西/汉中/宁强,Ningqiang
WMGMXE81662F,陕西省/汉中市/略阳县,陕西/汉中/略阳,Lueyang
WMU9P3FKUPX2,陕西省/汉中市/镇巴县,陕西/汉中/镇巴,Zhenba
WMUP302F8W4R,陕西省/汉中市/留坝县,陕西/汉中/留坝,Liuba
WMUY9PUWKM58,陕西省/汉中市/佛坪县,陕西/汉中/佛坪,Fuoping
WQY1BBWVNM4Q,陕西省/榆林市,陕西/榆林/榆林,Yulin
WQY1C2TT0M5Q,陕西省/榆林市/榆阳区,陕西/榆林/榆阳,Yuyang
