城市ID,行政归属,城市简称,拼音
WQWZVKT4V2TZ,山西省/吕梁市/临县,山西/吕梁/临县,Linxian
WQWUGTFVT39X,山西省/吕梁市/柳林县,山西/吕梁/柳林,Liulin
WQWF3ZXUW5VT,山西省/吕梁市/石楼县,山西/吕梁/石楼,Shilou
WQZ3V0ET5T5N,山西省/吕梁市/岚县,山西/吕梁/岚县,Lanxian
WQXP7PG4YZG3,山西省/吕梁市/方山县,山西/吕梁/方山,Fangshan
WQXH3GWZ1B2E,山西省/吕梁市/中阳县,山西/吕梁/中阳,Zhongyang
WQX466JMGG98,山西省/吕梁市/交口县,山西/吕梁/交口,Jiaokou
WQX7R6UQMVBW,山西省/吕梁市/孝义市,山西/吕梁/孝义,Xiaoyi
WQXKP8G9QZ91,山西省/吕梁市/汾阳市,山西/吕梁/汾阳,Fenyang
WRR2Q2Z7CXWM,内蒙古自治区/呼和浩特市,内蒙古/呼和浩特/呼和浩特,Huhehaote
WRR2KVG2VVPD,内蒙古自治区/呼和浩特市/新城区,内蒙古/呼和浩特/新城,Xincheng
WRR25UV015EU,内蒙古自治区/呼和浩特市/回民区,内蒙古/呼和浩特/回民,Huimin
WRPRV49XB01Z,内蒙古自治区/呼和浩特市/玉泉区,内蒙古/呼和浩特/玉泉,Yuquan
WRR2J9TZ4PWB,内蒙古自治区/呼和浩特市/赛罕区,内蒙古/呼和浩特/赛罕,Saihan
WRPP8UF7HWJV,内蒙古自治区/呼和浩特市/土默特左旗,内蒙古/呼和浩特/土左旗,Tuzuoqi
WRPJ1FYVCB0D,内蒙古自治区/呼和浩特市/托克托县,内蒙古/呼和浩特/托县,Tuoxian
WRPT8WBYDCE4,内蒙古自治区/呼和浩特市/和林格尔县,内蒙古/呼和浩特/和林,Helin
WRP7J74YUE7E,内蒙古自治区/呼和浩特市/清水河县,内蒙古/呼和浩特/清水河,Qingshuihe
WRR38N7KM5P3,内蒙古自治区/呼和浩特市/武川县,内蒙古/呼和浩特/武川,Wuchuan
WRNP70PG2MPX,内蒙古自治区/包头市,内蒙古/包头/包头,Baotou
WRNNZFRK4QU1,内蒙古自治区/包头市/东河区,内蒙古/包头/东河,Donghe
WRNP5Q3XD0CZ,内蒙古自治区/包头市/昆都仑区,内蒙古/包头/昆都仑,Kundoulun
WRNPHWXVC6JX,内蒙古自治区/包头市/青山区,内蒙古/包头/青山,Qingshan
WRNRM5VSXDT8,内蒙古自治区/包头市/石拐区,内蒙古/包头/石拐,Shiguai
WRQJVB46BMM3,内蒙古自治区/包头市/白云鄂博矿区,内蒙古/包头/白云鄂博,Baiyunebo
WRNNYQBHVKJV,内蒙古自治区/包头市/九原区,内蒙古/包头/九原,Jiuyuan
WRNWFCW1QSHU,内蒙古自治区/包头市/土默特右旗,内蒙古/包头/土右旗,Tuyouqi
WRQ32JRCNF7E,内蒙古自治区/包头市/固阳县,内蒙古/包头/固阳,Guyang
WRQQZ7FJ2MU1,内蒙古自治区/包头市/达尔罕茂明安联合旗,内蒙古/包头/达茂旗,Damaoqi
WR5CWTXYQRVP,内蒙古自治区/乌海市,内蒙古/乌海/乌海,Wuhai
WR5CY9QS9051,内蒙古自治区/乌海市/海勃湾区,内蒙古/乌海/海勃湾,Haibowan
WRH027BW6C3P,内蒙古自治区/乌海市/海南区,内蒙古/乌海/海南,Hainan
WR5BSX8JK31B,内蒙古自治区/乌海市/乌达区,内蒙古/乌海/乌达,Wuda
WXS86P4BSG4G,内蒙古自治区/赤峰市,内蒙古/赤峰/赤峰,Chifeng
WXS8DG25QSRP,内蒙古自治区/赤峰市/红山区,内蒙古/赤峰/红山,Hongshan
WXKZ4KD9EVGY,内蒙古自治区/赤峰市/元宝山区,内蒙古/赤峰/元宝山,Yuanbaoshan
WXS8D1XPE0CR,内蒙古自治区/赤峰市/松山区,内蒙古/赤峰/松山,Songshan
WXV3SKPEDBCE,内蒙古自治区/赤峰市/阿鲁科尔沁旗,内蒙古/赤峰/阿鲁旗,Aluqi
WXUFHW3F5D5Y,内蒙古自治区/赤峰市/巴林左旗,内蒙古/赤峰/巴林左旗,Balinzuoqi
WXSRS6SF7KJ2,内蒙古自治区/赤峰市/巴林右旗,内蒙古/赤峰/巴林右旗,Balinyouqi
WXGBN31KKM5F,内蒙古自治区/赤峰市/林西县,内蒙古/赤峰/林西,Linxi
WXEW1QFK62V0,内蒙古自治区/赤峰市/克什克腾旗,内蒙古/赤峰/克什克腾,Keshiketeng
WXSU6GNH7E1G,内蒙古自治区/赤峰市/翁牛特旗,内蒙古/赤峰/翁牛特,Wengniute
WXKQMGUUKTYV,内蒙古自治区/赤峰市/喀喇沁旗,内蒙古/赤峰/喀喇沁,Kalaqin
WXKUEMJ3WD11,内蒙古自治区/赤峰市/宁城县,内蒙古/赤峰/宁城,Ningcheng
WXT0XSQXM7W2,内蒙古自治区/赤峰市/敖汉旗,内蒙古/赤峰/敖汉,Aohan
WXYBNKF2CT25,内蒙古自治区/通辽市,内蒙古/通辽/通辽,Tongliao
Y8N2K43REK6R,内蒙古自治区/通辽市/科尔沁区,内蒙古/通辽/科尔沁,Keerqin
WXZEN1WGUK0Z,内蒙古自治区/通辽市/科尔沁左翼中旗,内蒙古/通辽/科左中旗,Kezuozhongqi
WXXH24U9CSK3,内蒙古自治区/通辽市/科尔沁左翼后旗,内蒙古/通辽/科左后旗,Kezuohouqi
WXY201PUQV5D,内蒙古自治区/通辽市/开鲁县,内蒙古/通辽/开鲁,Kailu
WXWE4FY0Q9KF,内蒙古自治区/通辽市/库伦旗,内蒙古/通辽/库伦,Kulun
WXTGC2WEKFBQ,内蒙古自治区/通辽市/奈曼旗,内蒙古/通辽/奈曼,Naiman
WXVVQQNFE1UM,内蒙古自治区/通辽市/扎鲁特旗,内蒙古/通辽/扎鲁特,Zhalute
Y8J548QRRP4M,内蒙古自治区/通辽市/霍林郭勒市,内蒙古/通辽/霍林郭勒,Huolinguole
WRN16S9GJRQ1,内蒙古自治区/鄂尔多斯市,内蒙古/鄂尔多斯/鄂尔多斯,Eerduosi
WRN4X1583F0B,内蒙古自治区/鄂尔多斯市/东胜区,内蒙古/鄂尔多斯/东胜,Dongsheng
WRN17F23YKG3,内蒙古自治区/鄂尔多斯市/康巴什区,内蒙古/鄂尔多斯/康巴什,Kangbashi
WRNJZW4PEF1G,内蒙古自治区/鄂尔多斯市/达拉特旗,内蒙古/鄂尔多斯/达拉特,Dalate
WRP18ZD2U8JG,内蒙古自治区/鄂尔多斯市/准格尔旗,内蒙古/鄂尔多斯/准格尔,Zhungeer
WQU3QRRWBSHK,内蒙古自治区/鄂尔多斯市/鄂托克前旗,内蒙古/鄂尔多斯/鄂前旗,Eqianqi
WQUY8CT6E2E1,内蒙古自治区/鄂尔多斯市/鄂托克旗,内蒙古/鄂尔多斯/鄂托克,Etuoke
WRJ69FZ6XD5S,内蒙古自治区/鄂尔多斯市/杭锦旗,内蒙古/鄂尔多斯/杭锦旗,Hangjinqi
WQV7SFYJKCD8,内蒙古自治区/鄂尔多斯市/乌审旗,内蒙古/鄂尔多斯/乌审旗,Wushenqi
WQYP3CHPF6K3,内蒙古自治区/鄂尔多斯市/伊金霍洛旗,内蒙古/鄂尔多斯/伊金霍洛,Yijinhuoluo
Y8TPTQNF5V3X,内蒙古自治区/呼伦贝尔市,内蒙古/内蒙古/呼伦贝尔,Hulunbeier
Y8V0J2JZ730B,内蒙古自治区/呼伦贝尔市/海拉尔区,内蒙古/呼伦贝尔/海拉尔,Hailaer
Y8G9TKZ0EY3K,内蒙古自治区/呼伦贝尔市/扎赉诺尔区,内蒙古/呼伦贝尔/扎赉诺尔,Zhalainuoer
Y8XCC9U1ED2C,内蒙古自治区/呼伦贝尔市/阿荣旗,内蒙古/呼伦贝尔/阿荣旗,Arongqi
YB8E9PDNHQBS,内蒙古自治区/呼伦贝尔市/莫力达瓦达斡尔族自治旗,内蒙古/呼伦贝尔/莫力达瓦,Molidawa
YBBJGD9F14VV,内蒙古自治区/呼伦贝尔市/鄂伦春自治旗,内蒙古/呼伦贝尔/鄂伦春旗,Elunchunqi
Y8T76RN47M5Q,内蒙古自治区/呼伦贝尔市/鄂温克族自治旗,内蒙古/呼伦贝尔/鄂温克旗,Ewenkeqi
Y8V1S4ZDQ3WD,内蒙古自治区/呼伦贝尔市/陈巴尔虎旗,内蒙古/呼伦贝尔/陈旗,Chenqi
Y8SS1PUGYH77,内蒙古自治区/呼伦贝尔市/新巴尔虎左旗,内蒙古/呼伦贝尔/新左旗,Xinzuoqi
Y8DVQFRGVYH1,内蒙古自治区/呼伦贝尔市/新巴尔虎右旗,内蒙古/呼伦贝尔/新右旗,Xinyouqi
Y8GD09U2RMGS,内蒙古自治区/呼伦贝尔市/满洲里市,内蒙古/呼伦贝尔/满洲里,Manzhouli
Y8VB770UUCUF,内蒙古自治区/呼伦贝尔市/牙克石市,内蒙古/呼伦贝尔/牙克石,Yakeshi
Y8X2CNRZF23B,内蒙古自治区/呼伦贝尔市/扎兰屯市,内蒙古/呼伦贝尔/扎兰屯,Zhalantun
Y8VMYB06UYXJ,内蒙古自治区/呼伦贝尔市/额尔古纳市,内蒙古/呼伦贝尔/额尔古纳,Eerguna
Y9N2VK0NVNP7,内蒙古自治区/呼伦贝尔市/根河市,内蒙古/呼伦贝尔/根河,Genhe
WRHRG8C39PEC,内蒙古自治区/巴彦淖尔市,内蒙古/内蒙古/巴彦淖尔,Bayanzhuor
WRHRGFQ3CQS6,内蒙古自治区/巴彦淖尔市/临河区,内蒙古/巴彦淖尔/临河,Linhe
WRKCZDPBCG73,内蒙古自治区/巴彦淖尔市/五原县,内蒙古/巴彦淖尔/五原,Wuyuan
WRHJ7MCE68ZU,内蒙古自治区/巴彦淖尔市/磴口县,内蒙古/巴彦淖尔/磴口,Dengkou
WRJR8KUE0QPV,内蒙古自治区/巴彦淖尔市/乌拉特前旗,内蒙古/巴彦淖尔/乌前旗,Wuqianqi
WRMHMRTFG38V,内蒙古自治区/巴彦淖尔市/乌拉特中旗,内蒙古/巴彦淖尔/乌中旗,Wuzhongqi
WRK1U6JBZG69,内蒙古自治区/巴彦淖尔市/乌拉特后旗,内蒙古/巴彦淖尔/乌后旗,Wuhouqi
WRK0W3BPRBQF,内蒙古自治区/巴彦淖尔市/杭锦后旗,内蒙古/巴彦淖尔/杭锦后旗,Hangjinhouqi
WX23NNWFJD1D,内蒙古自治区/乌兰察布市,内蒙古/内蒙古/乌兰察布,Wulanchabu
WX23MTKCJ427,内蒙古自治区/乌兰察布市/集宁区,内蒙古/乌兰察布/集宁,Jining
WX209TDGZ0EG,内蒙古自治区/乌兰察布市/卓资县,内蒙古/乌兰察布/卓资,Zhuozi
WX3N65SM0W15,内蒙古自治区/乌兰察布市/化德县,内蒙古/乌兰察布/化德,Huade
WX2SR7YN29RS,内蒙古自治区/乌兰察布市/商都县,内蒙古/乌兰察布/商都,Shangdu
WX2BX3UZK26D,内蒙古自治区/乌兰察布市/兴和县,内蒙古/乌兰察布/兴和,Xinghe
WRPYXD32MGWG,内蒙古自治区/乌兰察布市/凉城县,内蒙古/乌兰察布/凉城,Liangcheng
WX0XBRU29NYZ,内蒙古自治区/乌兰察布市/察哈尔右翼前旗,内蒙古/乌兰察布/察右前旗,Chayouqianqi
WX24FBYXJJX5,内蒙古自治区/乌兰察布市/察哈尔右翼中旗,内蒙古/乌兰察布/察右中旗,Chayouzhongqi
WX27Z3XPV0HC,内蒙古自治区/乌兰察布市/察哈尔右翼后旗,内蒙古/乌兰察布/察右后旗,Chayouhouqi
WRRKJY3RW8UZ,内蒙古自治区/乌兰察布市/四子王旗,内蒙古/乌兰察布/四子王旗,Siziwangqi
WX0QNB13F470,内蒙古自治区/乌兰察布市/丰镇市,内蒙古/乌兰察布/丰镇,Fengzhen
Y8NY1ECCRVK4,内蒙古自治区/兴安盟,内蒙古/兴安盟/兴安,Xingan
Y8NY1KD57NS4,内蒙古自治区/兴安盟/乌兰浩特市,内蒙古/兴安盟/乌兰浩特,Wulanhaote
Y8MK3HF77T3W,内蒙古自治区/兴安盟/阿尔山市,内蒙古/兴安盟/阿尔山,Aershan
Y8NWN6G3JYMN,内蒙古自治区/兴安盟/科尔沁右翼前旗,内蒙古/兴安盟/科右前旗,Keyouqianqi
Y8N2K15G20SV,内蒙古自治区/兴安盟/科尔沁右翼中旗,内蒙古/兴安盟/科右中旗,Keyouzhongqi
Y8R3UDVJCX65,内蒙古自治区/兴安盟/扎赉特旗,内蒙古/兴安盟/扎赉特,Zhalaite
Y8N6NMHTDM4H,内蒙古自治区/兴安盟/突泉县,内蒙古/兴安盟/突泉,Tuquan
WXF9BT6Y0JY4,内蒙古自治区/锡林郭勒盟,内蒙古/内蒙古/锡林郭勒,Xilinguole
WRZ8K4JREJGB,内蒙古自治区/锡林郭勒盟/二连浩特市,内蒙古/锡林郭勒/二连浩特,Erlianhaote
WXF9CJPWG18C,内蒙古自治区/锡林郭勒盟/锡林浩特市,内蒙古/锡林郭勒/锡林浩特,Xilinhaote
WXCF2PQT74VK,内蒙古自治区/锡林郭勒盟/阿巴嘎旗,内蒙古/锡林郭勒/阿巴嘎,Abaga
WXBC3WWUFBMN,内蒙古自治区/锡林郭勒盟/苏尼特左旗,内蒙古/锡林郭勒/苏左旗,Suzuoqi
WX855QMHZ385,内蒙古自治区/锡林郭勒盟/苏尼特右旗,内蒙古/锡林郭勒/苏右旗,Suyouqi
Y854VWWVNX18,内蒙古自治区/锡林郭勒盟/东乌珠穆沁旗,内蒙古/锡林郭勒/东乌旗,Dongwuqi
WXGTS599QD7D,内蒙古自治区/锡林郭勒盟/西乌珠穆沁旗,内蒙古/锡林郭勒/西乌旗,Xiwuqi
WX3YREWVHWP7,内蒙古自治区/锡林郭勒盟/太仆寺旗,内蒙古/锡林郭勒/太仆寺,Taibusiqi
WX8BNR8RX4XF,内蒙古自治区/锡林郭勒盟/镶黄旗,内蒙古/锡林郭勒/镶黄旗,Xianghuang
WX9B8UKRQ5X0,内蒙古自治区/锡林郭勒盟/正镶白旗,内蒙古/锡林郭勒/正镶白旗,Zhengxiangbaiqi
WXD2REKS5FV5,内蒙古自治区/锡林郭勒盟/正蓝旗,内蒙古/锡林郭勒/正蓝旗,Zhenglanqi
WX6ZFQDU79YS,内蒙古自治区/锡林郭勒盟/多伦县,内蒙古/锡林郭勒/多伦,Duolun
WQGJJBDMKH1Z,内蒙古自治区/阿拉善盟,内蒙古/阿拉善盟/阿拉善,Alashanmeng
WQGHUSF91KWU,内蒙古自治区/阿拉善盟/阿拉善左旗,内蒙古/阿拉善盟/阿左旗,Azuoqi
WQBR1B1HE9XH,内蒙古自治区/阿拉善盟/阿拉善右旗,内蒙古/阿拉善盟/阿右旗,Ayouqi
WPRWREDT4QH5,内蒙古自治区/阿拉善盟/额济纳旗,内蒙古/阿拉善盟/额济纳,Ejina
WXRVB9QYXKY8,辽宁省/沈阳市,辽宁/沈阳/沈阳,Shenyang
WXRV8R5T04M6,辽宁省/沈阳市/和平区,辽宁/沈阳/和平,Heping
WXRVC0PX7PW6,辽宁省/沈阳市/沈河区,辽宁/沈阳/沈河,Shenhe
WXRVC3ZWVKNY,辽宁省/沈阳市/大东区,辽宁/沈阳/大东,Dadong
WXRVBVE1P9RF,辽宁省/沈阳市/皇姑区,辽宁/沈阳/皇姑,Huanggu
WXRTZ3E3MWSD,辽宁省/沈阳市/铁西区,辽宁/沈阳/铁西,Tiexi
WXRTN8KHBPBG,辽宁省/沈阳市/苏家屯区,辽宁/沈阳/苏家屯,Sujiatun
WXRV318CHCYF,辽宁省/沈阳市/浑南区,辽宁/沈阳/浑南,Hunnan
WXRZ4WVR9X2Z,辽宁省/沈阳市/沈北新区,辽宁/沈阳/沈北新区,Shenbeixinqu
WXRTTZCUTWXC,辽宁省/沈阳市/于洪区,辽宁/沈阳/于洪,Yuhong
WXRK0W3ZX2BR,辽宁省/沈阳市/辽中区,辽宁/沈阳/辽中,Liaozhong
WXXENYKSZ3D7,辽宁省/沈阳市/康平县,辽宁/沈阳/康平,Kangping
WXXCB0CHKQJP,辽宁省/沈阳市/法库县,辽宁/沈阳/法库,Faku
WXRQFVFG9RMW,辽宁省/沈阳市/新民市,辽宁/沈阳/新民,Xinmin
WWYMRT0VRMUG,辽宁省/大连市,辽宁/大连/大连,Dalian
WWYMRUZ825SR,辽宁省/大连市/中山区,辽宁/大连/中山,Zhongshan
WWYMRHPCCQV0,辽宁省/大连市/西岗区,辽宁/大连/西岗,Xigang
WWYMQF687P5G,辽宁省/大连市/沙河口区,辽宁/大连/沙河口,Shahekou
WWYMT706MWWC,辽宁省/大连市/甘井子区,辽宁/大连/甘井子,Ganjingzi
WWYHZDFNGU9B,辽宁省/大连市/旅顺口区,辽宁/大连/旅顺,Lvshun
WWYW3MGNP831,辽宁省/大连市/金州区,辽宁/大连/金州,Jinzhou
WXN8PH938UQD,辽宁省/大连市/普兰店区,辽宁/大连/普兰店,Pulandian
WWZPMKUH348F,辽宁省/大连市/长海县,辽宁/大连/长海,Changhai
WXNC2HTENP33,辽宁省/大连市/瓦房店市,辽宁/大连/瓦房店,Wafangdian
WXP3Y7PM38QK,辽宁省/大连市/庄河市,辽宁/大连/庄河,Zhuanghe
WXR3Y6P2CEQ3,辽宁省/鞍山市,辽宁/鞍山/鞍山,Anshan
WXR3WXG75MXF,辽宁省/鞍山市/铁东区,辽宁/鞍山/铁东,Tiedong
WXR3YJ7CFEBU,辽宁省/鞍山市/铁西区,辽宁/鞍山/铁西,Tiexi
WXR6P6YFMX3P,辽宁省/鞍山市/立山区,辽宁/鞍山/立山,Lishan
WXR3TSJ16Y0M,辽宁省/鞍山市/千山区,辽宁/鞍山/千山,Qianshan
WXR53SZXBZ04,辽宁省/鞍山市/台安县,辽宁/鞍山/台安,Taian
WXPTJKCB00NX,辽宁省/鞍山市/岫岩满族自治县,辽宁/鞍山/岫岩,Xiuyan
WXR281GRM0R6,辽宁省/鞍山市/海城市,辽宁/鞍山/海城,Haicheng
WZ2NM0P2XMU7,辽宁省/抚顺市,辽宁/抚顺,Fushun
WZ2N5S6KN57F,辽宁省/抚顺市/新抚区,辽宁/抚顺/新抚,Xinfu
WZ2NN6TY9GD5,辽宁省/抚顺市/东洲区,辽宁/抚顺/东洲,Dongzhou
WZ2N0DUD49TM,辽宁省/抚顺市/望花区,辽宁/抚顺/望花,Wanghua
WZ2NK21ZFVU4,辽宁省/抚顺市/顺城区,辽宁/抚顺/顺城,Shuncheng
WZ2NM0P2XMU7,辽宁省/抚顺市/抚顺县,辽宁/抚顺/抚顺,Fushun
WZ2VMHSNF5V4,辽宁省/抚顺市/新宾满族自治县,辽宁/抚顺/新宾,Xinbin
WZ2ZD85FQBZ4,辽宁省/抚顺市/清原满族自治县,辽宁/抚顺/清原,Qingyuan
WZ24BQQTFN10,辽宁省/本溪市,辽宁/本溪/本溪,Benxi
WZ24BQ12PBKE,辽宁省/本溪市/平山区,辽宁/本溪/平山,Pingshan
WZ25072ECFZP,辽宁省/本溪市/溪湖区,辽宁/本溪/溪湖,Xihu
WZ24CRSSZ4XW,辽宁省/本溪市/明山区,辽宁/本溪/明山,Mingshan
WXRCZ9ZBN5KC,辽宁省/本溪市/南芬区,辽宁/本溪/南芬,Nanfen
WZ263DV24Y4T,辽宁省/本溪市/本溪满族自治县,辽宁/本溪/本溪县,Benxixian
WZ34U2VP4TW7,辽宁省/本溪市/桓仁满族自治县,辽宁/本溪/桓仁,Huanren
WZ0KQ36Y0N4N,辽宁省/丹东市,辽宁/丹东/丹东,Dandong
WZ0KQD3FZ5SH,辽宁省/丹东市/元宝区,辽宁/丹东/元宝,Yuanbao
WZ0KJU8HT4GY,辽宁省/丹东市/振兴区,辽宁/丹东/振兴,Zhenxing
WZ0KRQ39DEES,辽宁省/丹东市/振安区,辽宁/丹东/振安,Zhenan
WZ0XXQWJ2WR9,辽宁省/丹东市/宽甸满族自治县,辽宁/丹东/宽甸,Kuandian
WZ06C4578DTW,辽宁省/丹东市/东港市,辽宁/丹东/东港,Donggang
WZ0NP79N2D92,辽宁省/丹东市/凤城市,辽宁/丹东/凤城,Fengcheng
WXQ1U6H0VE63,辽宁省/锦州市,辽宁/锦州/锦州,Jinzhou
WXQ1UHYC3BYW,辽宁省/锦州市/古塔区,辽宁/锦州/古塔,Guta
WXQ1USRK37ND,辽宁省/锦州市/凌河区,辽宁/锦州/凌河,Linghe
WXQ1GEM4133K,辽宁省/锦州市/太和区,辽宁/锦州/太和,Taihe
WXQV4ZM045RV,辽宁省/锦州市/黑山县,辽宁/锦州/黑山,Heishan
WXQHQ8KCZ9PG,辽宁省/锦州市/义县,辽宁/锦州/义县,Yixian
WXQ61QU2EUQ2,辽宁省/锦州市/凌海市,辽宁/锦州/凌海,Linghai
WXQSETH19DN9,辽宁省/锦州市/北镇市,辽宁/锦州/北镇,Beizhen
WXNZM7TPVMMZ,辽宁省/营口市,辽宁/营口/营口,Yingkou
WXNZMGYQRGJ3,辽宁省/营口市/站前区,辽宁/营口/站前,Zhanqian
WXNZKFB1WQ8W,辽宁省/营口市/西市区,辽宁/营口/西市,Xishi
WXNUFE2R2G8Q,辽宁省/营口市/鲅鱼圈区,辽宁/营口/鲅鱼圈,Bayuquan
WXPP2TQ3Y2NH,辽宁省/营口市/老边区,辽宁/营口/老边,Laobian
WXPJB4SE19U7,辽宁省/营口市/盖州市,辽宁/营口/盖州,Gaizhou
WXPP781G2VHR,辽宁省/营口市/大石桥市,辽宁/营口/大石桥,Dashiqiao
WXQX09T2HRXX,辽宁省/阜新市,辽宁/阜新,Fuxin
WXQWBPZKWZJP,辽宁省/阜新市/海州区,辽宁/阜新/海州,Haizhou
WXQX7M6TS6QZ,辽宁省/阜新市/新邱区,辽宁/阜新/新邱,Xinqiu
WXQWBXRTH6U9,辽宁省/阜新市/太平区,辽宁/阜新/太平,Taiping
WXQMDVBQ32Q8,辽宁省/阜新市/清河门区,辽宁/阜新/清河门,Qinghemen
WXQX0F15G7PB,辽宁省/阜新市/细河区,辽宁/阜新/细河,Xihe
WXQX09T2HRXX,辽宁省/阜新市/阜新蒙古族自治县,辽宁/阜新/阜新,Fuxin
WXX1H5P97UW5,辽宁省/阜新市/彰武县,辽宁/阜新/彰武,Zhangwu
WXRDFBCXJJ8E,辽宁省/辽阳市,辽宁/辽阳/辽阳,Liaoyang
WXRDFB8SDS8U,辽宁省/辽阳市/白塔区,辽宁/辽阳/白塔,Baita
WXRDEP0XSWZ9,辽宁省/辽阳市/文圣区,辽宁/辽阳/文圣,Wensheng
WXRD7R0FH78C,辽宁省/辽阳市/宏伟区,辽宁/辽阳/宏伟,Hongwei
WXRCCPMX97XY,辽宁省/辽阳市/弓长岭区,辽宁/辽阳/弓长岭,Gongchangling
WXRDDVW12EKS,辽宁省/辽阳市/太子河区,辽宁/辽阳/太子河,Taizihe
WXRD2XBGFUGJ,辽宁省/辽阳市/辽阳县,辽宁/辽阳/辽阳县,Liaoyangxian
WXREWKQ0VR9K,辽宁省/辽阳市/灯塔市,辽宁/辽阳/灯塔,Dengta
WXQCCV8TM5T4,辽宁省/盘锦市,辽宁/盘锦/盘锦,Panjin
WXQF36JKNZY5,辽宁省/盘锦市/双台子区,辽宁/盘锦/双台子,Shuangtaizi
WXQF1SKD6DJB,辽宁省/盘锦市/兴隆台区,辽宁/盘锦/兴隆台,Xinglongtai
WXQC1U0TV1TJ,辽宁省/盘锦市/大洼区,辽宁/盘锦/大洼,Dawa
WXQF8TK68J6D,辽宁省/盘锦市/盘山县,辽宁/盘锦/盘山,Panshan
WZ809BF6B5HR,辽宁省/铁岭市,辽宁/铁岭,Tieling
WZ809CWFNRS9,辽宁省/铁岭市/银州区,辽宁/铁岭/银州,Yinzhou
WZ860BQ0C5BJ,辽宁省/铁岭市/清河区,辽宁/铁岭/清河,Qinghe
WZ809BF6B5HR,辽宁省/铁岭市/铁岭县,辽宁/铁岭/铁岭,Tieling
WZ8EN4F269K6,辽宁省/铁岭市/西丰县,辽宁/铁岭/西丰,Xifeng
WZ85RGYGED4B,辽宁省/铁岭市/昌图县,辽宁/铁岭/昌图,Changtu
WXXCE7QMETV4,辽宁省/铁岭市/调兵山市,辽宁/铁岭/调兵山,Diaobingshan
WZ84N3GZSQZH,辽宁省/铁岭市/开原市,辽宁/铁岭/开原,Kaiyuan
WXMSKZT4B3TT,辽宁省/朝阳市,辽宁/朝阳,Chaoyang
WXMSKY7S59FX,辽宁省/朝阳市/双塔区,辽宁/朝阳/双塔,Shuangta
WXMSEBQHS8M0,辽宁省/朝阳市/龙城区,辽宁/朝阳/龙城,Longcheng
WXMSKZT4B3TT,辽宁省/朝阳市/朝阳县,辽宁/朝阳/朝阳,Chaoyang
WXM5D0XUMP37,辽宁省/朝阳市/建平县,辽宁/朝阳/建平县,Jianpingxian
WXM4JQFC0DDQ,辽宁省/朝阳市/喀喇沁左翼蒙古族自治县,辽宁/朝阳/喀左,Kazuo
WXMVU1QN8UYB,辽宁省/朝阳市/北票市,辽宁/朝阳/北票,Beipiao
WXKFTJ26TTKF,辽宁省/朝阳市/凌源市,辽宁/朝阳/凌源,Lingyuan
WXJZTSCEPN4J,辽宁省/葫芦岛市,辽宁/葫芦岛/葫芦岛,Huludao
WXJZYQD81CPK,辽宁省/葫芦岛市/连山区,辽宁/葫芦岛/连山,Lianshan
WXJZWZKMQZ1B,辽宁省/葫芦岛市/龙港区,辽宁/葫芦岛/龙港,Longgang
WXMCGDGR793Z,辽宁省/葫芦岛市/南票区,辽宁/葫芦岛/南票,Nanpiao
WXJT6HJ9H0Z0,辽宁省/葫芦岛市/绥中县,辽宁/葫芦岛/绥中,Suizhong
WXM0NP59WRD8,辽宁省/葫芦岛市/建昌县,辽宁/葫芦岛/建昌,Jianchang
WXJZ549SEUU4,辽宁省/葫芦岛市/兴城市,辽宁/葫芦岛/兴城,Xingcheng
WZC1EXZ0P9HU,吉林省/长春市,吉林/长春/长春,Changchun
WZC1S28RV6C8,吉林省/长春市/南关区,吉林/长春/南关,Nanguan
WZC1GXR20WUC,吉林省/长春市/宽城区,吉林/长春/宽城,Kuancheng
WZC16G5QZFCH,吉林省/长春市/朝阳区,吉林/长春/朝阳,Chaoyang
WZC1SC1BURVN,吉林省/长春市/二道区,吉林/长春/二道,Erdao
WZC1D5U5DSMG,吉林省/长春市/绿园区,吉林/长春/绿园,Lvyuan
WZ9REDW47HPB,吉林省/长春市/双阳区,吉林/长春/双阳,Shuangyang
WZC7PM687S82,吉林省/长春市/九台区,吉林/长春/九台,Jiutai
WZCHB81R92M3,吉林省/长春市/农安县,吉林/长春/农安,Nongan
WZCYZXNZKTX6,吉林省/长春市/榆树市,吉林/长春/榆树,Yushu
WZCMK67YN39K,吉林省/长春市/德惠市,吉林/长春/德惠,Dehui
WZCCRENBK8PQ,吉林省/吉林市,吉林/吉林/吉林,Jilin
WZF18HHC353Z,吉林省/吉林市/昌邑区,吉林/吉林/昌邑,Changyi
WZCCZC7DHYG6,吉林省/吉林市/龙潭区,吉林/吉林/龙潭,Longtan
WZCCR7HPJ434,吉林省/吉林市/船营区,吉林/吉林/船营,Chuanying
WZCCRC5DQCN8,吉林省/吉林市/丰满区,吉林/吉林/丰满,Fengman
WZCBQTFKPWH8,吉林省/吉林市/永吉县,吉林/吉林/永吉,Yongji
WZF89QYZKN9Q,吉林省/吉林市/蛟河市,吉林/吉林/蛟河,Jiaohe
WZDH7Y3YRH94,吉林省/吉林市/桦甸市,吉林/吉林/桦甸,Huadian
